Berkeley|Laborer|6
South San Francisco|Finisher|2
Daly City|Finisher|1
San Francisco|Ironworker|4
San Francisco Bay Area|Dock Worker|3
Berkeley|Dock Worker|3
San Francisco|Dock Worker|6
Oakland|Dock Worker|5
Petaluma|Dock Worker|4
San Ramon|Dock Worker|2
Danville|Dock Worker|1
San Rafael|Dock Worker|1
San Leandro|Dock Worker|1
Martinez|Loader|3
Concord|Loader|5
Petaluma|Loader|4
South San Francisco|Loader|3
Oakland|Loader|8
Berkeley|Loader|1
San Francisco|Loader|56
Richmond|Loader|4
San Leandro|Loader|3
San Ramon|Loader|3
Orinda|Loader|2
Daly City|Loader|2
Piedmont|Loader|1
Sonoma|Loader|1
Albany|Loader|2
Hercules|Loader|2
Napa|Loader|1
Alameda|Loader|1
Walnut Creek|Loader|1
San Francisco Bay Area|Loader|1
Mill Valley|Loader|3
Alameda|Millwright|1
Concord|Millwright|1
San Francisco|Millwright|2
Martinez|Millwright|2
Crockett|Millwright|2
Oakland|Cutter|20
Berkeley|Cutter|16
San Leandro|Cutter|6
Fairfield|Cutter|2
Concord|Cutter|8
El Cerrito|Cutter|4
Vallejo|Cutter|4
Lafayette|Cutter|4
Walnut Creek|Cutter|19
San Francisco|Cutter|45
Sonoma|Cutter|1
San Rafael|Cutter|12
Alameda|Cutter|5
Napa Valley|Cutter|1
South San Francisco|Cutter|10
East Bay|Cutter|1
Hayward|Cutter|2
Petaluma|Cutter|12
Orinda|Cutter|1
Corte Madera|Cutter|3
Emeryville|Cutter|3
Belvedere Tiburon|Cutter|1
San Pablo|Cutter|2
Novato|Cutter|3
Richmond|Cutter|1
Daly City|Cutter|21
Pleasant Hill|Cutter|2
Martinez|Cutter|3
Castro Valley|Cutter|1
American Canyon|Cutter|1
Pacifica|Cutter|6
Mill Valley|Cutter|4
San Ramon|Cutter|8
Burlingame|Cutter|4
Millbrae|Cutter|5
San Bruno|Cutter|3
Albany|Cutter|1
San Francisco Bay Area|Cutter|1
Tiburon|Cutter|1
Brisbane|Cutter|2
San Rafael|Forestry|1
Martinez|Forestry|4
San Francisco|Forestry|8
East Bay|Forestry|1
Oakland|Forestry|2
Concord|Forestry|1
San Francisco Bay Area|Forestry|2
Daly City|Forestry|2
Berkeley|Forestry|1
Oakland|Cosmetologist|6
Pinole|Cosmetologist|2
Alameda|Cosmetologist|2
San Rafael|Cosmetologist|5
Concord|Cosmetologist|1
Berkeley|Cosmetologist|3
Millbrae|Cosmetologist|2
San Francisco|Cosmetologist|15
San Bruno|Cosmetologist|3
Walnut Creek|Cosmetologist|2
Emeryville|Cosmetologist|1
Mill Valley|Cosmetologist|1
Daly City|Cosmetologist|2
Novato|Cosmetologist|1
Oakland|Forklift Operator|14
Hayward|Forklift Operator|1
San Leandro|Forklift Operator|9
Concord|Forklift Operator|2
Martinez|Forklift Operator|1
San Francisco|Forklift Operator|9
Vallejo|Forklift Operator|1
American Canyon|Forklift Operator|3
Castro Valley|Forklift Operator|1
Berkeley|Forklift Operator|2
San Francisco Bay Area|Forklift Operator|3
Richmond|Forklift Operator|7
Brisbane|Forklift Operator|4
South San Francisco|Forklift Operator|1
Emeryville|Forklift Operator|1
Sonoma|Forklift Operator|1
Petaluma|Forklift Operator|3
Fairfield|Forklift Operator|2
Benicia|Forklift Operator|2
Richmond|Parts|995
Martinez|Parts|198
Berkeley|Parts|1422
Hercules|Parts|17
San Leandro|Parts|61
Oakland|Parts|2216
El Cerrito|Parts|12
San Pablo|Parts|6
Emeryville|Parts|36
Napa|Parts|2
San Francisco|Parts|629
Daly City|Parts|6
Alameda|Parts|21
Concord|Parts|35
Walnut Creek|Parts|33
El Sobrante|Parts|2
Pinole|Parts|8
Rodeo|Parts|3
Albany|Parts|4
Petaluma|Parts|9
San Francisco Bay Area|Parts|27
Pleasant Hill|Parts|3936
Benicia|Parts|7
Point Richmond|Parts|4
San Rafael|Parts|28
Orinda|Parts|1
Castro Valley|Parts|4
Fairfax|Parts|1
East Bay|Parts|7
San Geronimo|Parts|1
Moraga|Parts|8
Pacheco|Parts|1
South San Francisco|Parts|10
Sonoma|Parts|2
Novato|Parts|7
Vallejo|Parts|2223
Greenbrae|Parts|2
Fairfield|Parts|1
Ross|Parts|1
Larkspur|Parts|2
San Anselmo|Parts|3
San Bruno|Parts|1
Sausalito|Parts|1
Crockett|Parts|1
American Canyon|Parts|2
Corte Madera|Parts|2
Napa Valley|Parts|1
San Lorenzo|Parts|1
San Ramon|Parts|6
Burlingame|Parts|2
Clayton|Parts|1
Lafayette|Parts|3
Danville|Parts|1
Bay Point|Parts|1
Oakland|Steel Worker|4
Vallejo|Steel Worker|3
Richmond|Steel Worker|1
San Francisco|Steel Worker|6
Alameda|Steel Worker|1
Benicia|Steel Worker|1
South San Francisco|Steel Worker|1
Berkeley|Porter|3
Lafayette|Porter|1
Concord|Porter|12
Oakland|Porter|3
San Francisco|Porter|53
Richmond|Porter|1
San Ramon|Porter|4
Walnut Creek|Porter|5
Sausalito|Porter|8
San Rafael|Porter|7
Westlake|Porter|1
Alameda|Porter|3
Corte Madera|Porter|2
Pleasant Hill|Porter|2
El Cerrito|Porter|1
Berkeley|Sanitation|139
Oakland|Sanitation|87
Martinez|Sanitation|71
Mill Valley|Sanitation|21
El Cerrito|Sanitation|18
San Francisco|Sanitation|283
Pinole|Sanitation|7
Alamo|Sanitation|5
American Canyon|Sanitation|2
Walnut Creek|Sanitation|45
South San Francisco|Sanitation|12
Concord|Sanitation|24
El Sobrante|Sanitation|2
Petaluma|Sanitation|28
Pleasant Hill|Sanitation|19
Millbrae|Sanitation|18
San Francisco Bay Area|Sanitation|11
Castro Valley|Sanitation|15
San Pablo|Sanitation|3
San Leandro|Sanitation|28
San Rafael|Sanitation|86
Albany|Sanitation|8
Napa Valley|Sanitation|4
Sonoma|Sanitation|8
Greenbrae|Sanitation|3
Vallejo|Sanitation|162
Lafayette|Sanitation|16
Richmond|Sanitation|10
Benicia|Sanitation|8
Burlingame|Sanitation|4
Alameda|Sanitation|13
Novato|Sanitation|19
Corte Madera|Sanitation|9
Moraga|Sanitation|12
Pacifica|Sanitation|11
San Lorenzo|Sanitation|2
Hercules|Sanitation|2
Emeryville|Sanitation|11
Rodeo|Sanitation|7
Daly City|Sanitation|12
Danville|Sanitation|9
Colma|Sanitation|2
San Bruno|Sanitation|13
Orinda|Sanitation|3
San Ramon|Sanitation|10
Point Richmond|Sanitation|1
Sausalito|Sanitation|1
Larkspur|Sanitation|3
Napa|Sanitation|6
Hayward|Sanitation|3
Clayton|Sanitation|3
San Francisco|Utility|686
Emeryville|Utility|9
Richmond|Utility|46
Oakland|Utility|92
San Rafael|Utility|105
Martinez|Utility|9
South San Francisco|Utility|30
Walnut Creek|Utility|47
Berkeley|Utility|38
Vallejo|Utility|10
Concord|Utility|36
Benicia|Utility|10
Novato|Utility|8
Daly City|Utility|80
San Francisco Bay Area|Utility|18
San Leandro|Utility|13
Millbrae|Utility|1
Moraga|Utility|1
San Ramon|Utility|46
Pacheco|Utility|1
Petaluma|Utility|12
Hayward|Utility|2
East Bay|Utility|3
Alameda|Utility|3
Danville|Utility|7
Napa|Utility|1
Rodeo|Utility|1
Pleasant Hill|Utility|3
Sonoma|Utility|1
Pinole|Utility|3
Mare Island|Utility|1
Mill Valley|Utility|2
San Anselmo|Utility|72
Civic Center Plaza|Utility|1
Castro Valley|Utility|6
Alamo|Utility|1
San Bruno|Utility|2
Brisbane|Utility|3
Napa Valley|Utility|1
San Francisco|Crewman|1
Concord|Shop Foreman|1
Oakland|Shop Foreman|1
San Rafael|Shop Foreman|1
San Francisco Bay Area|Shop Foreman|2
Walnut Creek|Shop Foreman|2
San Bruno|Shop Foreman|2
South San Francisco|Shop Foreman|1
San Francisco|Grinder|27
Berkeley|Grinder|6
San Leandro|Grinder|6
Oakland|Grinder|6
Canyon|Grinder|5
San Rafael|Grinder|5
Richmond|Grinder|1
Concord|Grinder|1
Walnut Creek|Grinder|5
East Bay|Grinder|1
Benicia|Grinder|2
Martinez|Grinder|8
Vallejo|Grinder|1
Castro Valley|Grinder|2
American Canyon|Grinder|2
Alameda|Grinder|2
Novato|Grinder|1
Daly City|Grinder|3
Petaluma|Grinder|3
Pacifica|Grinder|2
San Ramon|Grinder|7
Oakland|Journeyman|15
Richmond|Journeyman|3
Martinez|Journeyman|1
Vallejo|Journeyman|9
San Francisco|Journeyman|38
Benicia|Journeyman|5
San Rafael|Journeyman|3
Alameda|Journeyman|12
Berkeley|Journeyman|8
San Francisco Bay Area|Journeyman|13
Concord|Journeyman|11
Mill Valley|Journeyman|3
East Bay|Journeyman|3
South San Francisco|Journeyman|4
Castro Valley|Journeyman|3
San Leandro|Journeyman|3
Petaluma|Journeyman|7
Sausalito|Journeyman|1
Daly City|Journeyman|6
Millbrae|Journeyman|1
Pacifica|Journeyman|2
American Canyon|Journeyman|2
Alamo|Journeyman|1
San Ramon|Journeyman|6
Sonoma|Journeyman|1
Richmond|Apprentice|6
Berkeley|Apprentice|12
Oakland|Apprentice|10
San Anselmo|Apprentice|2
San Rafael|Apprentice|8
Walnut Creek|Apprentice|11
Novato|Apprentice|5
South San Francisco|Apprentice|3
Concord|Apprentice|10
San Francisco|Apprentice|44
Sausalito|Apprentice|2
Mill Valley|Apprentice|2
Martinez|Apprentice|3
El Cerrito|Apprentice|4
Greenbrae|Apprentice|2
Daly City|Apprentice|3
Millbrae|Apprentice|2
Pacifica|Apprentice|2
Danville|Apprentice|1
Petaluma|Apprentice|1
San Francisco Bay Area|Apprentice|4
Tiburon|Apprentice|1
Alameda|Apprentice|6
Castro Valley|Apprentice|2
San Leandro|Apprentice|6
Vallejo|Apprentice|4
Emeryville|Apprentice|1
Benicia|Apprentice|3
Westlake|Apprentice|2
San Bruno|Apprentice|3
San Ramon|Apprentice|6
Sonoma|Apprentice|1
Richmond|Crane Operator|1
Martinez|Crane Operator|2
San Francisco Bay Area|Crane Operator|2
San Francisco|Crane Operator|4
Oakland|Crane Operator|4
San Leandro|Crane Operator|2
Oakland|Conductor|8
San Francisco|Conductor|24
Petaluma|Conductor|4
South San Francisco|Conductor|2
San Francisco Bay Area|Conductor|3
Berkeley|Conductor|1
Walnut Creek|Conductor|1
American Canyon|Conductor|1
Oakland|Meter Reader|2
Vallejo|Meter Reader|1
Berkeley|Meter Reader|2
Berkeley|Fitter|1
San Francisco|Fitter|4
Martinez|Fitter|1
San Leandro|Fitter|1
Corte Madera|Fitter|2
Walnut Creek|Fitter|1
East Bay|Athlete|1
Emeryville|Athlete|2
Berkeley|Athlete|27
Moraga|Athlete|3
San Francisco|Athlete|78
Petaluma|Athlete|11
Oakland|Athlete|4
Walnut Creek|Athlete|7
Concord|Athlete|4
Vallejo|Athlete|2
Alameda|Athlete|12
Piedmont|Athlete|1
Burlingame|Athlete|2
San Francisco Bay Area|Athlete|14
San Rafael|Athlete|1
San Leandro|Athlete|3
Richmond|Athlete|4
Daly City|Athlete|1
Martinez|Athlete|1
Corte Madera|Athlete|5
Novato|Athlete|2
Mill Valley|Athlete|3
Pleasant Hill|Athlete|2
Sausalito|Athlete|2
Danville|Athlete|1
Oakland|Produce Clerk|9
San Rafael|Produce Clerk|6
Corte Madera|Produce Clerk|6
San Leandro|Produce Clerk|7
San Francisco|Produce Clerk|14
San Ramon|Produce Clerk|4
Alameda|Produce Clerk|2
Daly City|Produce Clerk|4
Walnut Creek|Produce Clerk|9
Pacifica|Produce Clerk|3
Berkeley|Produce Clerk|7
Sonoma|Produce Clerk|3
Mill Valley|Produce Clerk|5
Albany|Produce Clerk|3
Petaluma|Produce Clerk|4
Benicia|Produce Clerk|2
San Anselmo|Produce Clerk|3
Martinez|Produce Clerk|1
Emeryville|Produce Clerk|1
El Cerrito|Produce Clerk|3
Rodeo|Produce Clerk|4
Hayward|Produce Clerk|3
Novato|Produce Clerk|4
Castro Valley|Produce Clerk|4
American Canyon|Produce Clerk|1
Millbrae|Produce Clerk|6
Pinole|Produce Clerk|2
Concord|Produce Clerk|2
Moraga|Produce Clerk|3
South San Francisco|Produce Clerk|1
Lafayette|Produce Clerk|1
Pleasant Hill|Produce Clerk|1
Alamo|Produce Clerk|2
Orinda|Produce Clerk|1
Tiburon|Produce Clerk|1
San Leandro|Maintenance Supervisor|54
Oakland|Maintenance Supervisor|121
Richmond|Maintenance Supervisor|27
San Francisco|Maintenance Supervisor|503
Walnut Creek|Maintenance Supervisor|37
Berkeley|Maintenance Supervisor|232
Vallejo|Maintenance Supervisor|108
Moraga|Maintenance Supervisor|8
San Rafael|Maintenance Supervisor|38
East Bay|Maintenance Supervisor|6
El Cerrito|Maintenance Supervisor|4
San Lorenzo|Maintenance Supervisor|2
Point Richmond|Maintenance Supervisor|1
San Pablo|Maintenance Supervisor|7
San Francisco Bay Area|Maintenance Supervisor|11
Rodeo|Maintenance Supervisor|2
Sonoma|Maintenance Supervisor|5
Pacheco|Maintenance Supervisor|1
Fairfax|Maintenance Supervisor|1
Petaluma|Maintenance Supervisor|30
Castro Valley|Maintenance Supervisor|5
Novato|Maintenance Supervisor|13
Pleasant Hill|Maintenance Supervisor|8
Concord|Maintenance Supervisor|40
Benicia|Maintenance Supervisor|11
Martinez|Maintenance Supervisor|12
Mill Valley|Maintenance Supervisor|8
South San Francisco|Maintenance Supervisor|27
El Sobrante|Maintenance Supervisor|4
Napa|Maintenance Supervisor|4
Orinda|Maintenance Supervisor|6
Pinole|Maintenance Supervisor|5
Alameda|Maintenance Supervisor|12
San Ramon|Maintenance Supervisor|10
Albany|Maintenance Supervisor|2
Emeryville|Maintenance Supervisor|8
Fairfield|Maintenance Supervisor|1
Daly City|Maintenance Supervisor|16
Pacifica|Maintenance Supervisor|1
Mare Island|Maintenance Supervisor|2
Corte Madera|Maintenance Supervisor|2
Clayton|Maintenance Supervisor|1
Sausalito|Maintenance Supervisor|1
San Anselmo|Maintenance Supervisor|2
Danville|Maintenance Supervisor|2
Hercules|Maintenance Supervisor|1
Lafayette|Maintenance Supervisor|1
Tiburon|Maintenance Supervisor|1
Canyon|Maintenance Supervisor|3
Alamo|Maintenance Supervisor|2
Millbrae|Maintenance Supervisor|7
San Bruno|Maintenance Supervisor|10
Brisbane|Maintenance Supervisor|2
Colma|Maintenance Supervisor|1
Bay Point|Maintenance Supervisor|1
Larkspur|Maintenance Supervisor|2
Martinez|Miner|1
San Francisco|Miner|9
South San Francisco|Miner|1
Danville|Miner|1
Alamo|Presser|2
Brisbane|Presser|1
Oakland|Sorter|4
Pinole|Sorter|1
Concord|Sorter|1
San Leandro|Sorter|2
San Francisco|Sorter|2
Napa Valley|Sorter|1
Hercules|Sorter|4
San Ramon|Sorter|2
South San Francisco|Sorter|2
Walnut Creek|Sorter|1
El Sobrante|Glazier|1
Martinez|Glazier|1
Sonoma|Glazier|1
San Francisco|Glazier|1
Alameda|Fabricator|6
San Francisco|Fabricator|12
Concord|Fabricator|4
Oakland|Fabricator|6
San Leandro|Fabricator|2
San Francisco Bay Area|Fabricator|1
Sonoma|Fabricator|1
San Francisco|Fisherman|64
San Leandro|Fisherman|1
South San Francisco|Fisherman|10
Berkeley|Upholstery|1
Concord|Upholstery|8
San Francisco|Upholstery|9
Richmond|Upholstery|2
South San Francisco|Upholstery|1
San Bruno|Upholstery|2
San Rafael|Upholstery|1
San Ramon|Upholstery|2
American Canyon|Upholstery|1
Walnut Creek|Upholstery|1
Novato|Upholstery|1
Daly City|Upholstery|1
Petaluma|Upholstery|1
Corte Madera|Upholstery|1
San Francisco Bay Area|Upholstery|1
San Francisco|Grocer|29
South San Francisco|Grocer|2
San Francisco Bay Area|Binder|8
Richmond|Binder|1
Hayward|Binder|1
San Francisco|Binder|106
Berkeley|Binder|4
Oakland|Binder|19
San Leandro|Binder|2
Pleasant Hill|Binder|2
Concord|Binder|6
Alameda|Binder|2
Novato|Binder|2
San Ramon|Binder|5
Walnut Creek|Binder|8
San Rafael|Binder|1
Tiburon|Binder|1
Corte Madera|Binder|4
San Bruno|Binder|2
San Anselmo|Binder|1
South San Francisco|Binder|4
Vallejo|Binder|1
Petaluma|Binder|2
Lafayette|Polisher|1
Oakland|Polisher|1
San Francisco|Polisher|5
Corte Madera|Polisher|1
Concord|Polisher|1
Oakland|Locksmith|2
Berkeley|Locksmith|2
San Francisco|Locksmith|5
Alameda|Locksmith|1
Concord|Locksmith|2
Hercules|Material Handler|2
Richmond|Material Handler|3
Alameda|Material Handler|1
Oakland|Material Handler|7
Berkeley|Material Handler|17
San Francisco|Material Handler|12
Bay Point|Material Handler|1
Novato|Material Handler|1
Pinole|Material Handler|1
Concord|Material Handler|1
American Canyon|Material Handler|5
San Leandro|Material Handler|7
Petaluma|Material Handler|6
South San Francisco|Material Handler|5
San Francisco Bay Area|Material Handler|1
Castro Valley|Material Handler|1
Corte Madera|Material Handler|4
Daly City|Material Handler|1
San Francisco|Foundry Worker|2
Berkeley|Brewer|1
San Ramon|Brewer|1
San Francisco Bay Area|Brewer|1
South San Francisco|Brewer|1
Oakland|Brewer|1
San Leandro|Brewer|2
San Francisco|Brewer|5
Napa Valley|Brewer|1
Oakland|Deli Clerk|8
San Francisco|Deli Clerk|9
San Rafael|Deli Clerk|6
Richmond|Deli Clerk|1
Hayward|Deli Clerk|1
San Leandro|Deli Clerk|4
Walnut Creek|Deli Clerk|9
Sausalito|Deli Clerk|1
Greenbrae|Deli Clerk|1
El Cerrito|Deli Clerk|2
Berkeley|Deli Clerk|1
Clayton|Deli Clerk|1
Castro Valley|Deli Clerk|3
Petaluma|Deli Clerk|4
Vallejo|Deli Clerk|1
Alameda|Deli Clerk|3
Alamo|Deli Clerk|5
Orinda|Deli Clerk|1
Moraga|Deli Clerk|3
San Ramon|Deli Clerk|6
Pacifica|Deli Clerk|5
Concord|Deli Clerk|1
Albany|Deli Clerk|2
Martinez|Deli Clerk|3
Daly City|Deli Clerk|5
Novato|Deli Clerk|6
Lafayette|Deli Clerk|1
Emeryville|Deli Clerk|1
Tiburon|Deli Clerk|1
Corte Madera|Deli Clerk|1
Pinole|Deli Clerk|3
Pleasant Hill|Deli Clerk|1
Sonoma|Deli Clerk|1
Millbrae|Deli Clerk|2
Rodeo|Deli Clerk|2
Mill Valley|Deli Clerk|2
Danville|Deli Clerk|1
